id,cnpj,idassociacao,porcento_mulheres,pagantes_servico,pagantes_comercio,pagantes_industria,pagantes_agro,pagantes_liberal,pagantes_mei,pagantes_outros,atividade_economica,area_comercial,vendedores_atuantes,certificado_origem,certificado_digital,servico_analise_credito,servico_intermediacao_estagio,servico_concessao_credito,carta_exclusividade,plano_saude,camara_mediacao,faculdade_comercio,aluguel_salas,conselho_comites,sede_associacao,condicao_sede,taxa_associativismo_min,taxa_associativismo_max,faturamento_produtos_servicos,faturamento_taxa_associativismo,data_atualizacao
16501,51867521000181,3392,Não possuem a informação,78,439,41,2,0,5,2,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 90 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, POSSUI SALA TREINAMENTO PARA 45 PESSOAS,",2,56,DE 51 A 75%,Não informado,2023-04-05 04:28:00.807279
16502,00717599000189,11434,Não possuem a informação,85,280,30,9,0,180,3,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 110 PESSOAS, POSSUI SALA REUNIÃO PARA 110 PESSOAS, POSSUI SALA TREINAMENTO PARA 110 PESSOAS,",9,80,DE 51 A 75%,Não informado,2023-04-05 04:28:00.820524
16503,50084052000161,3390,Não possuem a informação,80,180,10,17,0,7,479,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 45 PESSOAS, POSSUI SALA REUNIÃO PARA 10 PESSOAS, POSSUI SALA TREINAMENTO PARA 80 PESSOAS,",17,45,DE 76 A 100%,Não informado,2023-04-05 04:28:00.831959
16504,52315447000153,2244,Não possuem a informação,80,187,21,4,0,43,23,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 180 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 180 PESSOAS,",4,57,DE 26 A 50%,Não informado,2023-04-05 04:28:00.843172
16505,47374376000120,2347,Não possuem a informação,80,205,5,0,0,40,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,45,DE 26 A 50%,Não informado,2023-04-05 04:28:00.857208
16506,45966835000139,3359,Não possuem a informação,81,148,11,0,0,14,7,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 40 PESSOAS, POSSUI SALA REUNIÃO PARA 40 PESSOAS, POSSUI SALA TREINAMENTO PARA 40 PESSOAS,",0,45,DE 26 A 50%,Não informado,2023-04-05 04:28:00.869632
16507,45509296000109,11430,Não possuem a informação,82,150,98,4,0,4,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 80 PESSOAS, POSSUI SALA REUNIÃO PARA 80 PESSOAS, POSSUI SALA TREINAMENTO PARA 80 PESSOAS,",4,45,DE 51 A 75%,Não informado,2023-04-05 04:28:00.88224
16508,45525292000114,1907,Não possuem a informação,122,210,15,0,0,7,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 100 PESSOAS, POSSUI SALA REUNIÃO PARA 100 PESSOAS, POSSUI SALA TREINAMENTO PARA 100 PESSOAS,",0,39,DE 26 A 50%,Não informado,2023-04-05 04:28:00.89405
16509,04828023000140,1921,Não possuem a informação,134,102,1,4,0,74,1,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 50 PESSOAS, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",4,121,DE 26 A 50%,Não informado,2023-04-05 04:28:00.906221
16510,56651243000144,3149,Não possuem a informação,124,301,42,2,0,80,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 100 PESSOAS, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 20 PESSOAS,",2,35,DE 76 A 100%,Não informado,2023-04-05 04:28:00.921916
16511,49146152000196,2264,Não possuem a informação,126,399,40,0,0,1,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, POSSUI SALA TREINAMENTO PARA 60 PESSOAS,",0,55,DE 51 A 75%,Não informado,2023-04-05 04:28:00.934505
16512,51082659000175,11420,Não possuem a informação,150,330,5,0,0,10,6,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,NÃO,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 200 PESSOAS, POSSUI SALA REUNIÃO PARA 70 PESSOAS, POSSUI SALA TREINAMENTO PARA 70 PESSOAS,",0,40,DE 51 A 75%,Não informado,2023-04-05 04:28:00.948246
16513,55859425000142,3236,Não possuem a informação,153,324,31,42,0,29,34,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 80 PESSOAS, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",42,80,DE 51 A 75%,Não informado,2023-04-05 04:28:00.96155
16514,52579810000148,11386,Não possuem a informação,704,533,23,3,0,137,13,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 100 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 100 PESSOAS,",3,78,DE 51 A 75%,Não informado,2023-04-05 04:28:00.974979
16515,44221000000197,3452,Não possuem a informação,718,780,159,72,0,117,64,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 120 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",72,55,DE 51 A 75%,Não informado,2023-04-05 04:28:00.986509
16516,51242345000192,2008,Não possuem a informação,738,534,146,8,0,169,102,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 90 PESSOAS, POSSUI SALA REUNIÃO PARA 12 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",8,79,DE 26 A 50%,Não informado,2023-04-05 04:28:00.998777
16517,46460903000156,2301,Não possuem a informação,0,45,1,2,0,0,1,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Não informado,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 38 PESSOAS, NÃO POSSUI SALA TREINAMENTO.",2,40,até 25%,de 76 a 100%,2023-04-05 04:28:01.01265
16518,01404824000190,2231,Não possuem a informação,0,50,0,0,0,1,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,38,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:01.026675
16519,08613475000165,13020,Não possuem a informação,0,59,9,2,0,5,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 12 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",2,50,até 25%,de 76 a 100%,2023-04-05 04:28:01.038893
16520,51847457000177,3132,Não possuem a informação,0,168,0,0,0,3,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 150 PESSOAS, POSSUI SALA REUNIÃO PARA 40 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,60,DE 26 A 50%,Não informado,2023-04-05 04:28:01.051433
16521,45745551000112,1875,Não possuem a informação,0,207,1,1,0,11,1,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 50 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",1,48,até 25%,Não informado,2023-04-05 04:28:01.06764
16522,64612104000130,2766,Não possuem a informação,0,32,0,0,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 100 PESSOAS, POSSUI SALA REUNIÃO PARA 100 PESSOAS, POSSUI SALA TREINAMENTO PARA 100 PESSOAS,",0,49,até 25%,Não informado,2023-04-05 04:28:01.084148
16523,50804202000164,3113,Não possuem a informação,0,392,5,5,0,51,76,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,NÃO,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 40 PESSOAS, POSSUI SALA TREINAMENTO PARA 15 PESSOAS,",5,110,DE 76 A 100%,Não informado,2023-04-05 04:28:01.096835
16524,53310116000193,11381,Não possuem a informação,0,45,2,0,0,3,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 40 PESSOAS, POSSUI SALA REUNIÃO PARA 40 PESSOAS, POSSUI SALA TREINAMENTO PARA 40 PESSOAS,",0,104,DE 26 A 50%,Não informado,2023-04-05 04:28:01.109808
16525,44587079000174,1877,Não possuem a informação,0,177,8,143,0,116,547,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 131 PESSOAS, POSSUI SALA REUNIÃO PARA 131 PESSOAS, POSSUI SALA TREINAMENTO PARA 131 PESSOAS,",143,83,DE 26 A 50%,Não informado,2023-04-05 04:28:01.123087
16526,64037906000163,2163,Não possuem a informação,0,84,0,1,0,0,1,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Da Mulher,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 60 PESSOAS, POSSUI SALA REUNIÃO PARA 60 PESSOAS, POSSUI SALA TREINAMENTO PARA 60 PESSOAS,",1,50,até 25%,de 76 a 100%,2023-04-05 04:28:01.135223
16527,90899782000135,11277,de 51 a 75%,0,,0,0,0,0,0,Outros,Sim,Não há vendedor.,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Outros,Sede/Sala Alugada,Tem espaço para reunião e cursos,0,50,de 76 a 100%,Não informado,2023-04-05 04:28:01.155692
16528,51811396000198,2097,Não possuem a informação,0,91,9,0,0,21,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,60,DE 26 A 50%,Não informado,2023-04-05 04:28:01.16928
16529,46442166000169,2173,Não possuem a informação,0,27,0,0,0,6,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 70 PESSOAS, POSSUI SALA REUNIÃO PARA 70 PESSOAS, POSSUI SALA TREINAMENTO PARA 70 PESSOAS,",0,45,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:28:01.183749
16530,00002618000190,3231,de 26 a 50%,10,20,0,0,0,10,0,Comério e Serviço,Não,Não há vendedor.,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,Construção precária,0,50,até 25%,até 25%,2023-04-05 04:28:01.196796
16531,91983288000117,11658,de 26 a 50%,0,0,157,0,0,0,0,Outros,Não,Não há vendedor.,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"Está localizada no Centro Empresarial da Cidade, com ampla e moderna infraestrutura",0,15000,de 76 a 100%,Não informado,2023-04-05 04:28:01.209642
16532,11303342000105,11636,de 0 a 25%,12,30,0,0,0,10,11,Agronegócio,Não,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não tem,Sede/Sala Alugada,"PREDIO RETORMADO, SALA DE REUNIOES.",0,100,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:01.223573
16533,74039983000106,2202,de 76 a 100%,12,48,3,1,3,9,5,Indústria,Não,Não há vendedor.,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Outros,Sede/Sala Alugada,"Prédio conservado, anexo a câmara de vereadores da cidade, possuí recepção, sala de atendimento para certificado digital e atendimento do médico do trabalho, sala de treinamento para reuniões e locações, banheiro e cozinha.",1,158,de 26 a 50%,de 51 a 75%,2023-04-05 04:28:01.237987
16534,02783541000169,3264,de 0 a 25%,12,37,0,7,0,16,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Da Mulher,Sede Própria,"Prédio Novo, com sala de reuniões, auditório e espaço pra eventos",7,69,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:01.252081
16535,26635896000179,2259,de 26 a 50%,35,26,0,3,0,15,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"construção antiga mais conservada, espaço gourmet, auditório para 50 pessoas, recepção, sala individual do presidente e sala individual da secretaria administrativa.",3,120,até 25%,de 76 a 100%,2023-04-05 04:28:01.266386
16536,80635519000185,3057,de 51 a 75%,35,84,5,0,3,0,0,Indústria,Não,Não há vendedor.,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Da Mulher,Sede/Sala Alugada,"Espaço cedido pela prefeitura municipal. Prédio antigo com recepção, sala de reuniões e auditório, porem o auditório estão em condições precárias, com forro de pvc caindo, muitas goteiras e madeiras do telhado podres",0,303,até 25%,até 25%,2023-04-05 04:28:01.279647
16537,80506579000106,2041,de 51 a 75%,36,100,8,0,1,27,0,Indústria,Não,Não há vendedor.,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"Prédio conservado, espaço para eventos (salão social).",0,145,de 51 a 75%,de 26 a 50%,2023-04-05 04:28:01.29267
16538,05112487000118,2644,de 0 a 25%,36,89,7,13,0,53,47,Comério e Serviço,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Outros,Sede Própria,"Predio consevado, com salas de para locação, sala de reuniões, etc",13,120,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:01.30532
16539,77410165000166,1890,de 51 a 75%,36,93,9,7,1,20,2,Agronegócio,Sim,acima de 7 vendedores,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"Prédio conservado, com 3 salas (Escritório) e um salão de eventos/festas.",7,87,de 51 a 75%,até 25%,2023-04-05 04:28:01.320793
16540,80062797000190,2458,de 51 a 75%,27,63,6,1,2,4,3,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Da Mulher,Sede/Sala Alugada,"Prédio novo com sala de atendimento, 01 sala exclusiva para certificado digital, 02 salas menores, sala de reunião/aluguel com capacidade para 40 lugares com ar condicionado, água gelada, data show, banheiro exclusivo e cozinha.",1,108,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:01.335239
16541,24977134000125,3402,de 0 a 25%,,,,,0,,0,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,Predio conservado. Em boas condições,,55,de 26 a 50%,de 76 a 100%,2023-04-05 04:28:01.347907
16542,77618601000197,1905,de 76 a 100%,,,,0,,,,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"O espaço é novo, inaugurado em 2018, conta com um amplo espaço para usado. Contando com dois auditórios para cursos e treinamentos, e eventos em geral, salas para reuniões, além de um amplo espaço de área administrativa.",0,169,de 26 a 50%,de 51 a 75%,2023-04-05 04:28:01.360598
16543,37523701000115,3234,de 26 a 50%,,,0,0,0,,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Da Mulher,Sede Própria,"UMA SALA DE ATENDIMENTO, UM AUDITÓRIO, EM BOM ESTADO DE CONSERVAÇÃO",0,85,de 26 a 50%,de 76 a 100%,2023-04-05 04:28:01.390987
16544,93594059000136,13024,de 0 a 25%,,,,0,,,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede/Sala Alugada,"1 sala adm, 1 sala de cursos",0,39,de 26 a 50%,Não informado,2023-04-05 04:28:01.404512
16545,02456717000178,3229,de 26 a 50%,0,0,0,0,0,0,80,Comério e Serviço,Sim,Não há vendedor.,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,Conservado,0,861,de 76 a 100%,de 76 a 100%,2023-04-05 04:28:01.426605
16546,90481151000100,2287,de 0 a 25%,,,,,,,0,Outros,Sim,de 1 a 3 vendedores,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Da Mulher,Sede/Sala Alugada,Prédio da prefeitura. Boas condições.,,340,de 51 a 75%,Não informado,2023-04-05 04:28:01.441243
16547,77815603000176,2249,de 26 a 50%,,,,,,,0,Indústria,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"Prédio tem quase 30 anos, esse ano será reformado telhado, pintura, etc",,226,de 76 a 100%,até 25%,2023-04-05 04:28:01.457827
16548,91167759000119,2991,de 0 a 25%,20,20,20,0,0,0,0,Agronegócio,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,Temos um ótimo espaço para eventos e reuniões,0,300,até 25%,de 76 a 100%,2023-04-05 04:28:01.482858
16549,51501260000181,11383,Não possuem a informação,2,57,49,4,0,12,2,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 35 PESSOAS, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",4,49,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:01.49565
16550,55563068000170,2364,Não possuem a informação,75,161,3,8,0,19,16,Não possuem a informação,Não,Não há vendedor.,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 40 PESSOAS, POSSUI SALA REUNIÃO PARA 7 PESSOAS, POSSUI SALA TREINAMENTO PARA 40 PESSOAS,",8,70,DE 51 A 75%,Não informado,2023-04-05 04:28:01.51318
16551,49432768000123,2066,Não possuem a informação,4,112,3,5,0,59,9,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 45 PESSOAS, POSSUI SALA REUNIÃO PARA 45 PESSOAS, POSSUI SALA TREINAMENTO PARA 45 PESSOAS,",5,40,DE 26 A 50%,Não informado,2023-04-05 04:28:01.524771
16552,94703436000190,2933,de 76 a 100%,4,25,2,0,0,2,0,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,Predio novo/conservado,0,35,de 51 a 75%,Não informado,2023-04-05 04:28:01.544969
16553,09411198000170,13006,de 0 a 25%,0,2,0,0,0,0,0,Comério e Serviço,Não,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"BOM ESTADO, ACE EM REATIVAÇÃO",0,100,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:01.574596
16554,15461940000155,3435,de 26 a 50%,0,110,0,0,0,4,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"Prédio conservado, sala de reunião, auditório e espaço para eventos.",0,15500,até 25%,de 51 a 75%,2023-04-05 04:28:01.591088
16555,01990545000155,1899,de 76 a 100%,0,0,0,0,0,0,0,Agronegócio,Sim,Não há vendedor.,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não tem,Sede/Sala Alugada,x,0,58,até 25%,de 76 a 100%,2023-04-05 04:28:01.604931
16556,24953519000152,13007,de 26 a 50%,0,0,0,0,0,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),Estamos providenciando uma sede.,0,0,até 25%,até 25%,2023-04-05 04:28:01.620778
16557,06658041000156,2710,de 0 a 25%,5,31,0,0,0,0,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não tem,Sede/Sala Alugada,"PREDIO DE 2 ANDARES, SENDO O TÉRREO ALUGADO E AUDITORIO NO PISO SUPERIOR",0,200,até 25%,até 25%,2023-04-05 04:28:01.646562
16558,28695336000135,2814,de 76 a 100%,116,99,22,7,0,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"prédio novo/conservado, sala de reuniões, auditório, espaço para eventos",7,32,de 51 a 75%,até 25%,2023-04-05 04:28:01.661612
16559,04363040000159,2596,de 26 a 50%,37,66,8,0,0,11,0,Comério e Serviço,Sim,de 4 a 6 vendedores,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"A ENTIDADE POSSUI 6 SALAS (ENTRE ELAS, A SALA DA DIRETORIA E A SECRETARIA DA ENTIDADE) E 2 AUDITÓRIOS (UM DELES FUNCIONA A MICROLINS E O OUTRO É PARA EVENTOS). ESTAMOS EM REFORMA DESTE A UTLIMA GESTAO (ANO 2018).",0,199,de 26 a 50%,até 25%,2023-04-05 04:28:01.674464
16560,12259511000101,10917,de 51 a 75%,37,75,0,0,0,23,1,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede/Sala Alugada,"A entidade possui uma estrutura organizacional que atende as necessidades e demandas dos associados. Atualmente possuímos 01 sala de reuniões, 01 auditório, uma recepção, 05 salas climatizadas, copa, 02 banheiros e um espaço aberto.",0,70,de 26 a 50%,de 51 a 75%,2023-04-05 04:28:01.687327
16561,89431340000180,2043,de 0 a 25%,38,48,2,0,0,3,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"A Prefeitura Municipal cedeu uma sala. Não pagamos aluguel, nem agua, luz e internet. 
A sala é conservada, não temos sala de reuniões, nem auditório e nem espaço para eventos. 
Quando temos alguma palestra solicitamos um auditorio a Prefeitura Municipal.",0,35,até 25%,de 76 a 100%,2023-04-05 04:28:01.704874
16562,19038439000131,3478,de 26 a 50%,38,62,4,5,4,75,8,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"Casarão antigo, conservado, com sala para reuniões e espaço para eventos.",5,55,até 25%,de 51 a 75%,2023-04-05 04:28:01.720507
16563,76293018000190,1988,de 26 a 50%,40,70,25,15,5,40,1,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede/Sala Alugada,"O prédio alugado é bem cuidado, o espaço é bom para os atendimentos, porem não temos espaços para eventos, auditórios e sala de reuniões para mais de 20 pessoas.",15,62,de 26 a 50%,de 51 a 75%,2023-04-05 04:28:01.733764
16564,04138298000151,10974,de 51 a 75%,132,439,121,15,32,28,2,Agronegócio,Sim,de 4 a 6 vendedores,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Da Mulher,Sede Própria,prédio semi novo / sala de reuniões / quadra de esportes / espaço para pequenos eventos.,15,300,de 51 a 75%,de 26 a 50%,2023-04-05 04:28:01.771744
