idprojeto,identidadeprop,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,tipo_vinculo
1483,2573,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1484,3489,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1485,3489,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1486,3489,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1494,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
176,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1175,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
122,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
188,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1194,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1183,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
186,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1049,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1310,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
96,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
55,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1095,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1097,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
183,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
70,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
156,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
130,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1100,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1315,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1362,3021,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
108,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
141,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
125,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
109,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
142,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1103,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1105,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1462,2249,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1106,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1107,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1108,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1128,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1104,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1131,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1132,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1191,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1134,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1135,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1140,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1143,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1144,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1157,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1165,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1167,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1464,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1169,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1174,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1197,3534,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1198,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
4,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1098,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1121,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1216,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1217,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1220,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1243,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1244,3494,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1301,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1335,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1336,3519,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1341,2886,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1342,2886,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1343,2886,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1344,2886,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1345,2046,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1346,2046,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1347,11058,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1348,11058,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1349,2951,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1350,2951,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1351,2951,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1352,2951,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1353,11686,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1354,11686,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1355,2972,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1356,3015,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1358,3015,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1366,2296,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2003,11791,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1367,2296,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1368,11101,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1369,11101,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1370,11101,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1371,11101,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1372,11112,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1179,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1393,11128,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1413,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1439,3431,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1440,3431,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1441,3431,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1442,3431,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1443,11527,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1444,11530,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1445,11536,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1446,11551,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1447,11551,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1448,2535,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1075,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1457,2245,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1458,2245,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1459,2245,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1507,3034,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1182,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1508,3034,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1509,3043,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1510,1790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
68,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
152,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1487,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1488,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1489,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1490,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1491,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1492,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1493,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
157,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
171,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
135,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1502,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1503,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1504,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1505,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
136,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1158,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
137,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
154,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1051,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1311,2604,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1117,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
145,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
9,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1120,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1017,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
59,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
29,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
148,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
153,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
134,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
126,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
43,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
13,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
7,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
15,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
164,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
163,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
119,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
179,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
84,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
67,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
88,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
71,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1110,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1137,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1053,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
51,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1052,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1118,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1218,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
118,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1145,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1146,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1228,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
50,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
75,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
166,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1119,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
100,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
32,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
40,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
30,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1003,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1004,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
95,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
80,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1324,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
10,3494,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2034,11786,2023-02-02 17:32:02,amauger,2023-02-02 17:32:02,amauger,1
2034,2989,2023-02-02 17:32:02,amauger,2023-02-02 17:32:02,amauger,4
62,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
65,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
66,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
36,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
143,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
159,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
22,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1009,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1010,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1319,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
64,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
12,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
20,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
146,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
158,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
160,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
116,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
121,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
144,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1014,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
182,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
28,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
42,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
78,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1015,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
79,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
73,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
72,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
99,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1021,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1022,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1187,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
97,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
63,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
58,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
93,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
3,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
11,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
178,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
60,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
151,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
49,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
83,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
94,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1031,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1032,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
174,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
25,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
14,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
69,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1033,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
18,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
47,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
31,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
77,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
41,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
16,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
87,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1223,3021,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
85,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
46,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
27,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
39,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1038,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1039,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1040,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
38,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1079,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1041,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
26,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
35,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
45,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
44,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
8,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2,1946,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
76,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
127,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
34,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
103,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
24,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
61,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
117,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
53,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
57,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
165,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
81,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
187,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
169,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
74,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
124,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
181,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
155,11790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2043,11612,2023-02-17 17:23:47,nmabeck,2023-02-17 17:23:47,nmabeck,1
2043,11612,2023-02-17 17:23:47,nmabeck,2023-02-17 17:23:47,nmabeck,4
2043,11737,2023-02-17 17:23:47,nmabeck,2023-02-17 17:23:47,nmabeck,3
2043,11793,2023-02-17 17:23:47,nmabeck,2023-02-17 17:23:47,nmabeck,2
2043,11612,2023-02-17 17:23:47,nmabeck,2023-02-17 17:23:47,nmabeck,2
2037,11612,2023-02-17 17:30:09,nmabeck,2023-02-17 17:30:09,nmabeck,1
2037,11612,2023-02-17 17:30:09,nmabeck,2023-02-17 17:30:09,nmabeck,4
2037,11788,2023-02-17 17:30:09,nmabeck,2023-02-17 17:30:09,nmabeck,3
2037,11793,2023-02-17 17:30:09,nmabeck,2023-02-17 17:30:09,nmabeck,2
2037,11612,2023-02-17 17:30:09,nmabeck,2023-02-17 17:30:09,nmabeck,2
48,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
147,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
168,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
6,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1321,11623,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1005,11165,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1006,3343,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1195,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
185,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
54,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
138,11770,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
170,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
120,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
128,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
129,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
150,11776,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1047,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1059,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1050,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2005,11793,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1193,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1061,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1062,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1101,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1058,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1129,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2026,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1087,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1172,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2018,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2010,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2008,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1241,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1092,1790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1073,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1074,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1076,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1357,3015,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1125,1790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1078,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1018,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1019,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1020,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1173,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2021,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1065,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
162,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
