idramoativ,nmramoativ
5245001,COM VAREJ MAQ EQUIP P ESCRITORIO
5245002,COM VAREJ MAQ EQUIP MATS INFORMATICA
5245003,COM VAREJ MAQ EQUIP MATS COMUNICACAO
5245004,COM VAREJ EQUIP INFORMATICA PECAS
5245005,COM ATAC EQUIP INFORMATICA PECAS
5245006,COM ATACADISTA MOLDURAS ESPELHOS VITRAIS
5245007,COMERCIO VAREJ ARTIGOS DE ESCRITORIO
5245008,COM VAREJISTA PROTETORES AUDITIVOS
5245009,COM VAREJ ATAC MOVEIS EQUIPS ESCRITORIO
5246900,COM VAREJ LIVROS JORNAIS REVISTAS PAPEL
5246901,COM VAREJISTA DE LIVROS
5246902,COM VAREJ ARTIGOS PAPELARIA
5246903,COM VAREJ JORNAIS REVISTAS
5246905,COM VAREJ ARTIGOS PAPELARIA INFORMATICA
5246906,COM ATAC ARTIGOS PAPELARIA INFORMATICA
5246907,FAB PAPEL P IMPRESSAO ESCRITA DESENHO
5246908,COMERCIO ATACADISTA DE LIVROS
5246909,COM VAREJ ATAC REVISTAS OUT PUBLICACOES
5247700,COM VAREJ DE GAS LIQUEFEITO PETROLEO
5247701,CONVERCAO PARA GAS NATURAL
5247703,COM VAREJ COMBUSTIVEL LENHA CARVAO
5249300,COM VAREJ OUT PROD N ESPEC ANTERIORMENTE
5249301,COM VAREJISTA ARTIGOS DE OTICA
5249302,COM VAREJ ARTIGOS RELOJOARIA JOALHERIA
5249303,COM VAREJ ART SOUVENIERS BIJOUTERIAS
5249304,COM VAREJ BICICLETAS TRICICLOS OUT VEIC
5249305,COM VAREJ DE MATERIAL ESPORTIVOS
5249306,COM VAREJ BRINQUEDOS ART RECREATIVOS
5249307,COM VAREJ PLANTAS FLORES NATURAIS ARTIF
5249308,COM VAREJ DE ART CACA PESCA CAMPING
5249309,COM VAREJ ARMAS E MUNICOES
5249310,COM VAREJ OBJETOS DE ARTE
5249311,COM VAR ART ANIM RAC ANIM VIVO CRIAC DOM
5249312,COM VAR PEC ACESS ELETROD APAR ELETRON
5249315,COM VAREJ PROD SANEANTES DOMISSANITARIOS
5249316,COM VAREJISTA DE RACAO ANIMAL
5249317,COM ATACADISTA DE RACAO ANIMAL
5249318,COM VAREJ DE TINTAS SOLVENTES VERNIZES
5249319,COM VAREJ PECAS EQUIP REFRIGERACAO
5249320,COM VAREJ TINTAS PARA IMPRESSAO
5249321,COM ATAC DE TINTAS PARA IMPRESSAO
5249322,COMERCIO VAREJISTA TINTAS EM GERAL
5249323,COMERCIO ATACADISTA DE TINTAS EM GERAL
5249399,COM VAREJ OUT PROD N ESPEC ANTERIORMENTE
5250700,COM VAREJ ARTIGOS USADOS EM LOJAS
5250701,COM VAREJ DE ANTIGUIDADES
5250702,COM VAREJISTA MATERIAIS GRAFICOS
5250703,COM ATACADISTA MATERIAIS GRAFICOS
5250704,COM VAREJ ARTIGOS USADOS EM GERAL
5250705,COM VAREJ ARTIGOS DE PRESENTES EM GERAL
5250799,COM VAREJ DE OUTROS ARTIGOS USADOS
5253508,COM ATACADISTA ARTIGOS IMPORTADOS
5253510,COM ATACADISTA ARTIGOS RELIGIOSOS
52601203,COM VAR ART IN
5261200,COM VAREJ ARTIGOS GERAL P CATALOGO
5261201,COM VAREJISTA CATALAGOS EM GERAL
5261202,COM VAREJ ART GERAL TV INTERNET
5261204,COM ATACADISTA CATALAGOS EM GERAL
5269800,COM VAREJ REALIZADOS EM VIAS PUBLICAS
5269801,COM VAREJ REALIZADO EM VIAS PUBLICAS
5269802,COM VAREJ A DOMICILIO
5269803,COM VAREJ REALIZADO EM POSTOS MOVEIS
5269804,COM VAREJ REALIZADO ATRAVES MAQ AUTOMAT
5269805,COMERCIO DE AGUA ATRAVES DE CARRO PIPA
5269899,OUT TIPOS COM VAREJ NAO REALIZADOS LOJAS
5271001,REPARAÇÃO E MANUT DE MAQ E APAR ELETROD.
5271002,REPARAÇÃO DE APARELHOS TELEFONICOS
5271003,SERVS REPARACAO MANUTENCAO INST ELETRICA
5271004,REPARAÇÃO DE ARTIGOS MADEIRA MOBILIARIO
5271005,SERVS DE INTERMEDICAO NA COMPRA VENDA
5271006,SERVS MANUT DE AR CONDICIONADO VEICULOS
5271007,COM ATACADISTA ELETRODOMESTICOS
5271008,COM VAREJ PEC ACESS ELETRODOMESTICOS
5271009,SERVICOS ADMINISTRACAO BENS IMOVEIS
5271010,SERVICOS ADMINISTRACAO DE CONDOMINIOS
5271011,SERVS LOCACAO ADMINISTRACAO DE IMOVEIS
5272800,REPARAÇÃO DE CALCADOS
5279500,REPARAÇÃO OUTROS OBJETOS PESSOAIS DOMEST
5279501,CHAVEIROS
5279502,REPARAÇÃO DE JOIAS E RELOGIOS
5279503,CONSERTO RESTAUR ART MADEIRA MOBILIARIO
5279505,COM ATAC PEDRAS PRECIOSAS SEMIPRECIOSAS
5279507,COM ATAC METAIS PRECIOSOS JOIAS RELOGIOS
5279599,REP OUT OBJETOS PESSOAIS DOMESTICOS
5511500,ESTABELECIMENTOS HOTELEIROS ALOJAMENTO
5511501,HOTEL COM RESTAURANTE
5511502,APART HOTEL COM RESTAURANTE
5511503,MOTEL COM SERVICO DE ALIMENTACAO
5512300,ESTABELECIMENTOS HOTELEIROS S RESTAUR
5512301,HOTEL SEM RESTAURANTE
5512302,APART HOTEL SEM RESTAURANTE
5512303,MOTEL SEM SERVICO DE ALIMENTACAO
5512304,RESTAURANTE
5512305,LANCHONETE CASAS CHA SUCOS E SIMILARE
5512306,COM VAREJISTA LATICINIOS FRIOS CONSERVAS
5513101,HOTEL
5513102,APART-HOTEL
5513103,MOTEL
5519000,OUTROS TIPOS DE ALOJAMENTO
5519001,ALBERGUE EXCLUSIVE ASSISTENCIAIS
5519002,CAMPING
5519003,PENSAO COM SERVICO ALIMENTACAO
5519004,PENSAO SEM SERVICO ALIMENTACAO
5519005,PENSAO
5519006,PENSOES HOSPEDARIA POUSADAS DORMITORIOS
5519099,OUTROS TIPOS ALOJAMENTO
5521100,RESTAURANTE ESTAB BEBIDAS COM SERV COMPL
5521101,BAR E DRINKS
5521103,BARES BOTEQUINS E CAFES
5521105,BOATES CASAS NOTURNA
5521106,FAB MAQUINAS TORREFACAO E MOAGEM DE CAFE
5521200,RESTAUR ESTABEL BEBIDAS C SERVICO COMPL
5521201,RESTAURANTES CHURRASCARIAS PIZZARIAS
5521202,CHOPERIAS WHISKERIA OUT ESTAB ESPEC
5522000,LANCHONETES E SIMILARES
5522004,BOMBONIERES
5522005,LANCHONETES PASTELARIAS CONFEITARIAS
5523900,CANTINAS (SERV ALIMENTACAO PRIVATIVOS)
5523901,CANTINA SERV ALIM PRIVATIVO EXPL PROPRIA
5523902,CANTINA SERV ALIM PRIVATIVO EXPL TERC
5523903,ELETROMECANICA
5524700,FORNECIMENTO DE COMIDA PREPARADA
5524701,FORNECIMENTO ALIMENTOS PREPARADOS
5524702,SERVICOS BUFFET
5524703,FORNEC ALIM PREP PREPOND CONSUMO DOMIC
5529800,OUTROS SERVICOS DE ALIMENTACAO
5529801,SERVICOS DE ALIMENTACAO
6010000,TRANSPORTE FERROVIARIO INTERURBANO
6010001,TRANSP FERROV PASSAG INTERM INTEREST
6010002,TRANSP FERROV CARGAS INTERM INTEREST
6010003,ASSOCIACOES EM GERAL
6021600,TRANSPORTE FERROVIARIO PASSAGEIROS URBAN
6022400,TRANSPORTE METROVIARIO
6023200,TRANSP RODOV PASSAGEIROS REGULAR URBANO
6023201,TRANSP RODOV PASSAG REGULAR MUNIC URBANO
6023202,TRANSP RODOV PASSAG REG INTERM METROP
6023204,TRANSPORTES RODOVIARIO DE PASSAGEIROS
6024000,TRANSP RODOV PASSAGEIROS REG NAO URBANO
6024001,TRANSP RODOV PASSAG REG MUNIC N URBANO
6024002,TRANSP RODOV PASSAG REG INTERMUNICIPAL
6024003,TRANSP RODOV PASSAG REG INTERESTADUAL
6024004,TRANSP RODOV PASSAG REG INTERNACIONAL
6025900,TRANSP RODOV PASSAGEIROS NAO REGULAR
6025901,SERVICOS DE TAXIS
6025902,LOC VEIC ROD PASSAG MOTORISTA MUNICIPAL
6025903,LOC VEIC RODOV PASSAG MOTORISTA INTERM
6025904,ORG EXCURSOES VEIC ROD PROP MUNICIPAL
6025905,ORG EXCURSOES VEIC ROD PROP INTERMUNIC
6025906,TRANSPORTE ESCOLAR MUNICIPAL
6025907,TRANSPORTE ESCOLAR INTERMUNICIPAL
6026700,TRANSPORTE RODOVIARIO DE CARGAS EM GERAL
6026701,TRANSP RODOV CARGAS GERAL MUNICIPAL
6026702,TRANSP ROD CARGAS GERAL INTERM INTEREST
6026703,LOC VEIC RODOV CARGA COM MOTORISTA
6026705,TRANSPORTES DE MALOTES
6027500,TRANSPORTE RODOVIARIO PROD PERIGOSOS
6028300,TRANSPORTE RODOVIARIO DE MUDANCAS
6028301,TRANSPORTE RODOVIARIO DE MUDANCAS
6028302,SERVICO DE GUARDA MOVEIS
6029100,TRANSP REGULAR BONDES FUNICULARES TELEF
6030500,TRANSPORTE DUTOVIARIO
6111500,TRANSPORTE MARITIMO DE CABOTAGEM
6112300,TRANSPORTE MARITIMO DE LONGO CURSO
6121200,TRANSPORTE POR NAVEGACAO INTERIOR PASSAG
6121201,TRANSP NAVEG INT PASSAG MUNIC N URBANO
6121202,TRANSP NAVEG INT PASSAG INTERM N URBANO
6122000,TRANSPORTE NAVEGACAO INTERIOR DE CARGA
6122001,TRANSP NAVEG INT CARGA MUNIC N URBANO
6122002,TRANSP NAVEG INT CARGA INTERM N URBANO
6123900,TRANSPORTE AQUAVIARIO URBANO
6123901,TRANSP AQUAVIARIO MUNICIPAL URBANO
6123902,TRANSP AQUAVIARIO INTERMUNICIPAL URBANO
6210300,TRANSPORTE AEREO REGULAR
6220000,TRANSPORTE AEREO NAO REGULAR
6220001,SERV TAXIS AEREOS LOC AERONAVES TRIPULAC
6220002,OUT SERV TRANSPORTES AEREO NAO REGULAR
6230800,TRANSPORTE ESPACIAL
6244300,COM ATADADISTA PEDRAS AREIA BRITA
6244301,COM VAREJISTA DE PEDRAS AREIA BRITA
6311800,CARGA E DESCARGA
6312600,ARMAZENAMENTO E DEPOSITOS DE CARGAS
6312601,ARMAZENS GERAIS (EMISSAO DE WARRANTS)
6312602,OUTROS DEPOSITOS MERCADORIAS P TECEIROS
6312603,DEPOSITOS MERCADORIAS PROPRIAS
6312605,COM VAREJISTA TESOURAS E CANIVETES
6321500,ATIVIDADES AUXILIARES TRANSP TERRESTRES
6321501,TERMINAIS RODOVIARIOS FERROVIARIOS
6321502,OPERACAO DE PONTES TUNEIS RODOVIAS
6321503,EXPLORACAO ESTACIONAMENTO P VEICULOS
6321504,CENTRAIS CHAMADAS E RESERVA DE TAXIS
6321505,RASTREAMENTO VEICULOS POR SATELITE
6321599,OUT ATIV AUX TRANSPORTES TERRESTRES
6322300,ATIVIDADES AUXILIARES TRANSP AQUAVIARIOS
6322301,OPERACAO DE PORTOS TERMINAIS
6322302,ERBOCAGEM EM ESTUARIOS E PORTOS
6322303,LIMPEZA CASCOS MANUT NAVIOS
6322399,OUT ATIV AUX TRANSP AQUAVIARIOS
6323100,ATIVIDADES AUXILIARES TRANSP AEREOS
6323101,OPERACAO AEROPORTOS CAMPOS ATERRISSAGEM
6323102,MANUT AERONAVES EXCLUSIVE REPARACAO
6323199,OUT ATIV AUX TRANSPORTES AEREOS
6330400,ATIV AGENCIAS VIAGENS ORGANIZADORES
6330405,AGÊNCIA TURISMO VENDA DE PASSAGENS
6340100,ATIVIDADES REL A ORGANIZ TRANSP CARGAS
6340101,ATIVIDADES DESPACHANTES ADUANEIROS
6340102,ATIVIDADES DE COMISSARIA
6340103,AGENCIAMENTO DE CARGAS
6340104,ORG LOG TRANSP CARGA OP TRANS MULTIMODAL
6340199,OUT ATIV REL ORGANIZACAO TRANSP CARGAS
6411400,ATIVIDADES DE CORREIO NACIONAL
6411401,ATIVIDADES DO CORREIO NACIONAL
6411402,ATIV CORREIO NAC EXECUTADAS FRANCHISING
6412200,OUTRAS ATIVIDADES DE CORREIO
6412201,SERV MALOTES NAO REALIZ PELO CORREIO NAC
6412202,SERVICOS DE ENTREGA RAPIDA
6420300,TELECOMUNICACOES
6420301,TELECOMUNICACOES POR FIO
6420302,TELECOMUNICACOES SEM FIO
6420303,TELECOMUNICACOES POR SATELITE
6420304,OUTRAS TELECOMUNICACOES
6420305,PROVEDORES ACESSO REDES TELECOMUNICACOES
6420306,REPRES COMERCIAIS AGENTES COM MERC GERAL
6420311,TELECOMUNIC COM FIO TEL FIXA COMUTADA
6420312,TELEC COM FIO SERV REDES TRANSP DE TELEC
6420319,OUTROS SERV TELECOMUNICACOES COM FIO
6420321,TELECOMUNICACOES SEM FIO TEL MOVEL CEL
6420322,TELECOMUNICACOES SEM FIO SERV MOVEL ESP
6420329,OUTROS SERVICOS TELECOMUNICACOES SEM FIO
6420330,TELECOMUNICACOES POR SATELITE
6420380,PROVEDORES ACESSO REDES TELECOMUNICACOES
6420391,REDES E CIRCUITOS ESPEC SERV LIM ESPEC
6420392,SERVICOS CONEXAO REDES TELEC PUBLICAS
6420399,OUTRAS TELECOMUNICACOES
6510200,BANCO CENTRAL
6521800,BANCOS COMERCIAIS
6522600,BANCOS MULTIPLOS(COM CARTEIRA COMERCIAL)
6523400,CAIXAS ECONOMICAS
6524200,COOPERATIVAS DE CREDITO
6524201,BANCOS COOPERATIVOS
6524202,COOPERATIVAS DE CREDITO MUTUO
6524203,COOPERATIVAS DE CREDITO RURAL
6524204,COOPERATIVAS HABITACIONAIS
6524205,COOPERATIVAS
6531500,BANCOS MULTIPLOS (S CARTEIRA COMERCIAL)
6532300,BANCOS DE INVESTIMENTO
6533100,BANCOS DE DESENVOLVIMENTO
6534000,CREDITO IMOBILIARIO
6534001,SOCIEDADES CREDITO IMOBILIARIO
6534002,ASSOCIACOES POUPANCA E EMPRESTIMO
6534003,COMPANHIAS HIPOTECARIAS
6534004,PREST SERV DOCUMENTACAO IMOBILIARIA
6535800,SOCIEDADES CREDITO FINANC INVESTIMENTO
6540400,ARRENDAMENTO MERCANTIL
6551000,AGÊNCIAS DE DESENVOLVIMENTO
6559500,OUTRAS ATIVIDADES DE CONCESSAO CREDITO
6559501,ADMINISTRAÇÃO DE CONSÓRCIOS
6559502,ADMINISTRAÇÃO DE CARTÃO DE CRÉDITO
6559503,FACTORING
6559504,CAIXAS FINANCIAMENTO DE CORPORACOES
6559505,SECURITIZACAO DE CREDITOS
6559506,SOCIEDADE CREDITO AO MICROEMPREENDEDOR
6559599,OUTRAS ATIVIDADES CONCESSAO DE CREDITO
6591900,FUNDOS MUTUOS DE INVESTIMENTO
6591901,FUNDOS INVESTIMENTO EXC PREVIDENCIARIOS
6591902,FUNDOS DE INVESTIMENTO PREVIDENCIARIOS
6592700,SOCIEDADES DE CAPITALIZACAO
6593501,LIC COMPRA VEN LEAS AT INTAN EXC DIR AUT
6593502,GESTAO DE DIREITOS AUTORAIS
6599400,OUTRAS ATIV DE INTERM FINANC NAO ESPECIF
6599401,CLUBES DE INVESTIMENTO
6599402,SOCIEDADES DE INVESTIMENTO
6599403,SOCIEDADES DE PARTICIPACAO
6599404,ESCRITORIOS REPRES BANCOS ESTRANGEIROS
6599405,HOLDINGS INSTITUICOES FINANCEIRAS
6599406,LICENCIAMENTO COMPRA VENDA LEASING ATIVO
6599407,GESTAO FUNDOS FINS DIVERSOS EXC INVESTIM
6599409,HOLDINGS CONTROLADORA PARTIC SOCIAL
6599499,OUT ATIV INTERM FINANC N ESPEC ANTERIORM
6611700,SEGUROS DE VIDA
6611701,SEGURO DE VIDA
6611702,PLANOS DE AUXILIO FUNERAL
6612500,SEGUROS NAO VIDA
6612501,SEGURO SAUDE
6612502,ADMINISTRAÇÃO DE SEGUROS EM GERAL
6612599,OUTROS SEGUROS NAO VIDA
6613300,RESSEGUROS
6621400,PREVIDENCIA PRIVADA FECHADA
6622200,PREVIDENCIA PRIVADA ABERTA
6630300,PLANOS DE SAUDE
6711300,ADMINISTRAÇÃO DE MERCADOS BURSATEIS
6711301,BOLSA DE VALORES
6711302,BOLSA MERCADORIAS
6711303,BOLSA MERCADORIAS E FUTUROS
6711304,ADMINISTRAÇÃO MERCADOS BALCÃO ORANIZADOS
6712100,ATIV INTERM TRANSACOES TITULOS VAL MOBIL
6712101,CORRETORA TIT VALORES MOBILIARIOS
6712102,DISTRIBUIDORA TITULOS VALORES MOBILIARIO
6712103,CORRETORAS DE CAMBIO
6712104,CORRETORA DE CONTRATOS MERCADORIAS
6712105,ADMINISTRAÇÃO CARTEIRAS TIT VAL TERCEIRO
6719900,OUTRAS ATIV AUX INTERMED FINANCEIRA
6719901,SERVICOS LIQUIDACAO CUSTODIA
6719902,CAIXAS LIQUIDACAO MERCADOS BURSATEIS
6719903,ESISSAO VALES ALIM TRANSP E SIMILARES
6719904,CORRESPONDENTES INSTITUICOES FINANCEIRAS
6719905,REPRESENTAÇÕES DE BANCOS ESTRANGEIROS
6719999,OUT ATIV AUX INTERM FINANC N ESPEC
6720200,ATIV AUXIL SEGUROS E PREV PRIVADA
6720201,CORRETORES AG SEG PLANOS PREV PRIV
6720202,PERITOS AVALIADORES DE SEGUROS
6720203,AUDITORIA CONSULTORIA ATUARIAL
6720204,CLUBE DE SEGUROS
6720205,CORRETORA SEGUROS
6720206,CORRETAGEM E AVALIACAO DE IMOVEIS
6720299,OUT ATIV AUX SEG PREV PRIV N ESPEC
7010600,INCORPORACAO DE IMOVEIS CONTA PROPRIA
7010601,SERV LOCACAO ARRENDAMENTO INTERMEDIACAO
7010602,SERV ADM LOC ARRENDAMENTO OUTROS BENS
7010603,LOTEAMENTO INCORPORACAO IMOVEIS
7010604,INCORPORACAO E COMPRA E VENDA DE IMOVEIS
7020300,ALUGUEL DE IMÓVEIS
7031900,INCORPORACAO DE IMOVEIS CONTA TERCEIROS
7032700,ADMINISTRAÇÃO IMÓV POR CONTA TERCEIROS
7040800,CONDOMINIOS PREDIAIS
7110200,ALUGUEL DE AUTOMÓVEIS
7121800,ALUGUEL OUTROS MEIOS TRANSP TERRESTRE
7122600,ALUGUEL DE EMBARCAÇÕES
7123400,ALUGUEL DE AERONAVES
7131500,ALUGUEL DE MAQ EQUIP AGRÍCOLAS
7132300,ALUGUEL MAQ EQUIP P CONSTR ENG CIVIL
7133100,ALUGUEL MAQ EQUIP P ESCRITORIOS
7139000,ALUGUEL MAQ EQUIP OUTROS TIPOS NAO ESPEC
7139001,ALUGUEL APARELHOS DE JOGOS ELETRÔNICOS
7139002,ALUGUEL MAQ EQUIP EXTR MINERIOS PETROLEO
7139003,ALUGUEL EQUIP CIENTÍFICOS MED HOSP
7139004,ALUGUEL MATERIAIS E EQUIPS PARA EVENTOS
7139005,LOCACAO VENDA REFORMAS MESAS JOGOS GERAL
7139099,ALUGUEL OUT MAQ EQUIP COMS INDS ELETRICO
7140400,ALUGUEL OBJETOS PESSOAIS E DOMESTICOS
7140401,ALUGUEL OBJETOS VEST JOIAS CALC OUT ACES
7140402,ALUGUEL MOV UTENS APAR USO DOM PESSOAL
7140403,ALUGUEL FITAS VIDEOS DISCOS CARTUCHOS
7140404,ALUGUEL MATL MEDICO PARAMEDICO
7140405,ALUGUEL MATL EQUIPAMENTO ESPORTIVO
7140406,COMERCIO VAREJISTA DE SEMI JOIAS
7140407,COMERCIO VAREJISTA DE JOIAS
7140408,COM VAREJISTA ARTESANATO SOUVENIERS
7140409,LOCACAO DE FITAS VIDEO E DVD E GAMES
7140499,ALUGUEL OUT OBJETOS PESSOAIS DOMESTICOS
7210900,CONSULTORIA EM SISTEMAS DE INFORMATICA
7210901,PREST SERV REP REC RECARGA MAN CARTUCHOS
7220600,DESENVOLVIMENTO DE PROGRAMAS INFORMATICA
7221400,DESENV EDICAO SOFTWARE PRONTO PARA USO
7229000,DES SOFTWARE SOB ENC OUT CONS SOFTWARE
7230300,PROCESSAMENTO DE DADOS
7240000,ATIVIDADES DE BANCO DE DADOS
7250800,MANUTENCAO REPAR MAQ ESCRIT INFORMATICA
7290700,OUTRAS ATIV INFORMAT NAO ESPECIFICADAS
7310500,PESQ DESENV CIENCIAS FISICAS NATURAIS
7320200,PESQUISA DESENV CIENCIAS SOCIAIS HUMANAS
7320205,COM MATL EQUIP PESQUISA CIENTIFICA
7411000,ATIVIDADES JURIDICAS
7411001,SERVICOS ADVOCATICIOS
7411002,ATIVIDADES CARTORIAIS
7411003,ATIVIDADES AUXILIARES DA JUSTICA
7412800,ATIVIDADES DE CONTABILIDADE E AUDITORIA
7412801,ATIVIDADES DE CONTABILIDADE
7412802,ATIVIDADES DE AUDITORIA CONTABIL
7413600,PESQUISA DE MERCADO E OPINIAO PUBLICA
7414400,GESTAO DE PARTICIPACOES SOCIETARIAS
7415200,SEDES EMPRESAS E UNID ADMINIST LOCAIS
7416000,ATIVID ASSESSORIA EM GESTAO EMPRESARIAL
7416001,ASSES ATIV AGRICOLAS E PECUARIAS
7416002,ATIVIDADES ASSES GESTAO EMPRESARIAL
7416003,SERVS ASSESORIA FISCAL E CONTABILIDADE
7416004,SERVICOS DIVERSOS PLANEJ E ASSESSORIA
7416006,ATIV SERV RELACIONADOS AGRICULTURA
7416007,SERVICOS AUXILIARES DE AGRICULTURA
7420900,SERV ARQUIT ENG ASSESS TEC ESPECIALIZADA
7420901,TECNICOS DE ARQUITETURA
7420902,SERVICOS TECNICOS DE ENGENHARIA
7420903,SERV TEC CARTOGRAFIA TOPOGRAFIA GEODESIA
7420904,ATIVIDADES DE PROSPECCAO GEOLOGICA
7420905,SERV DESENHO TECNICO ESPECIALIZADO
7420906,SERVICOS DE COBRANCA
7420907,SERVS ESCRIT ARQUIT ENGENHARIA URBANISMO
7420999,OUTROS SERV TECNICOS ESPECIALIZADOS
7430600,ENSAIOS MAT PROD ANALISE QUALIDADE
7440300,PUBLICIDADE
7440301,AGÊNCIAS DE PUBLICIDADE E PROPAGANDA
7440302,AGENCIAMENTO LOC ESPAÇOS PUBLICITÁRIOS
7440304,SERVS DIVULGACAO E PROPAGANDA
7440399,OUTROS SERVICOS DE PUBLICIDADE
7450000,SELECAO AGENCIAMENTO LOCACAO MAO DE OBRA
7450001,SELECAO E AGENCIAMENTO DE MAO DE OBRA
7450002,LOCACAO DE MAO DE OBRA
7450800,ATIV INVESTIGACAO VIGILANCIA E SEGURANCA
7460800,ATIVIDADES INVESTIGACAO VIGILANCIA SEGUR
7460801,ATIVIDADES DE INVESTIGACAO PARTICULAR
7460802,ATIV DE VIGILANCIA E SEGURANCA PRIVADA
7460803,SERV DE ADESTRAMENTO DE CAES DE GUARDA
7460804,SERVICOS DE TRANSPORTE DE VALORES
7460805,SERVICOS DE TRANSPORTES EM GERAL
7470500,ATIVIDADES LIMPEZA PREDIOS DOMICILIOS
7470501,ATIVIDADES DE LIMPEZA EM IMOVEIS
7470502,"SERV DEDET,DESRATIZACAO,DESCUPINIZACAO"
7491800,ATIVIDADES FOTOGRAFICAS
7491801,ESTUDIOS FOTOGRAFICOS
7491802,EXPLORACAO MAQ FOTOGRAFICAS AUTO ATENDIM
7491803,LABORATORIOS FOTOGRAFICOS
7491804,"SERV FOTOGRAFIAS AEREAS,SUB E SIMILARES"
7491805,FILMAGENS DE FESTAS E EVENTOS
7491806,PREST SERV ASS CONS ESP PRODUT QUALIDADE
7492600,ATIV ENVASAMENTO EMPACOTAMENTO P TERC
7499300,OUTROS SERV PRESTADOS A EMPRESAS N ESPEC
7499301,"SERV TRADUCAO,INTERPRETACAO E SIMILARES"
7499302,SERV DE FOTOCOPIAS E MICROFILMAGEM
7499303,SERVICOS DE CONTATOS TELEFONICOS
7499304,SERVICOS DE LEILOEIROS
7499305,SERVICOS DE ADM PARA TERCEIROS
7499306,SERVICOS DE DECORACAO DE INTERIORES
7499307,SERV ORG EVENTOS EXC CULT E DESPORTIVOS
7499308,SERV COBRANCA E INFORMACOES CADASTRAIS
7499309,PRESTACAO SERVS REG DE MARCAS E PATENTES
7499310,MEDICAO CONSUMO ENERGIA ELETR GAS E AGUA
7499311,EMISSAO VALES ALIM TRANSP SIMILARES
7499312,ATIV INTERM AG SERV NEG GERAL S ESP DEF
7499313,SERVS AUXILIARES PRESTADOS EMPRESAS
7499314,SERVICOS AUXILIARES PRESTADOS N ESPEC
7499316,SERVS BUSCA E INFORMACOES CADASTRAIS
7499317,SERVICOS ASSESSORIA TECNICA FINANCEIRA
7499318,SERVICOS ESTUDO DEMARCACAO DO SOLO
7499319,SERVICOS GEOTECNICA GEOLOGIA PROSPECCAO
7499399,OUTROS SERV PREST PRINCIPALMENTE AS EMPR
7499400,SERVS DE INSPECAO E SEGURANCA VEICULAR
7511600,ADMINISTRAÇÃO PÚBLICA EM GERAL
7511601,SERVICO PUBLICO DE INSPECAO SANITARIA
7512400,REGULACAO ATIVIDADES SOCIAIS CULTURAIS
7513200,REGULACAO DAS ATIVIDADES ECONOMICAS
7514000,ATIVIDADES APOIO ADMINISTRACAO PUBLICA
7521300,RELACOES EXTERIORES
7521301,IMPORTACAO E EXPORTACAO DE PRODUTOS
7521302,EXPORTACAO DE PRODUTOS
7521303,COMERCIO VAREJISTA DE ARTIGOS DIVERSOS
7522100,DEFESA
7523000,JUSTICA
7524800,SEGURANCA E ORDEM PUBLICA
7525600,DEFESA CIVIL
7530200,SEGURIDADE SOCIAL
8011000,EDUCACAO PRE ESCOLAR
8012800,EDUCACAO FUNDAMENTAL
8013600,EDUCACAO INFANTIL CRECHES
8014000,EDUCACAO INFANTIL PRE ESCOLA
8014400,EDUCACAO INFANTIL PRE-ESCOLA
8015200,ENSINO FUNDAMENTAL
8020900,ENSINO MEDIO
8021700,EDUCACAO MEDIA DE FORMACAO GERAL
8022500,EDUC MEDIA FORMACAO TEC E PROFISSIONAL
8030600,EDUCACAO SUPERIOR
8031400,ENSINO SUPERIOR GRADUACAO
8032200,ENSINO SUPERIOR GRADUACAO POS-GRADUACAO
8033000,ENSINO SUPERIOR POS-GRADUACAO E EXTENSAO
8091800,ENSINO AUTO ESCOLAS E CURSOS PILOTAGEM
8091801,ENSINO
8092600,EDUCACAO SUPLETIVA
8093400,EDUC CONTINUADA PERMANENTE APREND PROFIS
8093401,CURSOS DE LINGUAS ESTRANGEIRAS
8093403,CURSOS APREND TREIN GERENC PROFISSIONAL
8093404,ENSINO A DISTANCIA
8093499,OUTROS CURSOS EDUC CONTINUA PERMANENTE
8094200,ENSINO A DISTANCIA
8095000,EDUCACAO ESPECIAL
8096900,EDUCACAO PROFISSIONAL NIVEL TECNICO
8097700,EDUCACAO PROFISSIONAL NIVEL TECNOLOGICO
8099301,FORMACAO DE CONDUTORES
8099302,CURSOS DE PILOTAGEM
8099303,CURSOS DE IDIOMAS
8099304,CURSOS DE INFORMATICA
8099305,TREINAMENTO DESEN PROFISSIONAL GERENCIAL
8099306,CURSOS LIGADOS AS ARTES E CULTURA
8099307,CURSOS PREPARATORIOS PARA CONCURSOS
8099308,PALESTRAS CURSOS DE GESTAO EMPRESARIAL
8099309,CONSERVATORIO MUSICAL
8099399,OUT CURSOS EDUC CONTINUADA OU PERMANENTE
8511100,ATIVIDADES DE ATENDIMENTO HOSPITALAR
8512000,ATIVID DE ATENDIMENTO URGENCIAS EMERGEN
8513800,ATIVIDADES DE ATENCAO AMBULATORIAL
8513801,CLINICA MEDICA
8513802,CLINICA ODONTOLOGICA
8513803,SERV DE VACINACAO E IMUNIZACAO HUMANA
8513804,SERVICOS LABORATORIOS ANALISES CLINICAS
8513805,SERVICOS FISIOTERAPIA REABILITACAO
8513806,SERVICOS DE LABORATORIOS DE PROTESE
8513899,OUTRAS ATIVID ATENCAO AMBULATORIAL
